Timestamp,Traffic_volume,Holiday,Temp,Rain_1h,Snow_1h,Clouds_all,Weather_main,weather_description
03/07/2015 10:00,3721,Independence Day,294.18,0,0,1,Clear,sky is clear
03/07/2015 11:00,4034,Independence Day,295.86,0,0,1,Clear,sky is clear
03/07/2015 12:00,4273,Independence Day,296.69,0,0,1,Clear,sky is clear
03/07/2015 13:00,4380,Independence Day,297.67,0,0,1,Clear,sky is clear
03/07/2015 14:00,4265,Independence Day,298.18,0,0,1,Clear,sky is clear
03/07/2015 15:00,4339,Independence Day,298.92,0,0,1,Clear,sky is clear
03/07/2015 16:00,4289,Independence Day,298.97,0,0,1,Clear,sky is clear
03/07/2015 17:00,3526,Independence Day,298.85,0,0,1,Clear,sky is clear
03/07/2015 18:00,3762,Independence Day,298.63,0,0,1,Haze,haze
03/07/2015 19:00,3263,Independence Day,297.84,0,0,1,Haze,haze
03/07/2015 20:00,2756,Independence Day,296.52,0,0,1,Clear,sky is clear
03/07/2015 21:00,2740,Independence Day,295.08,0,0,1,Mist,mist
03/07/2015 22:00,3094,Independence Day,293.43,0,0,1,Mist,mist
03/07/2015 23:00,2053,Independence Day,292.99,0,0,1,Mist,mist
04/07/2015 00:00,1512,None,291.76,0,0,1,Fog,fog
04/07/2015 01:00,851,None,290.88,0,0,1,Haze,haze
04/07/2015 02:00,735,None,290.7,0,0,1,Haze,haze
04/07/2015 03:00,341,None,290.49,0,0,1,Haze,haze
04/07/2015 04:00,387,None,290,0,0,1,Haze,haze
04/07/2015 05:00,736,None,289.73,0,0,1,Haze,haze
04/07/2015 06:00,971,None,288.99,0,0,1,Mist,mist
04/07/2015 07:00,1403,None,290.3,0,0,1,Haze,haze
04/07/2015 08:00,1613,None,292.2,0,0,1,Haze,haze
04/07/2015 09:00,2322,None,294.15,0,0,1,Haze,haze
04/07/2015 10:00,2772,None,296.51,0,0,1,Haze,haze
04/07/2015 11:00,3011,None,298.44,0,0,1,Haze,haze
04/07/2015 12:00,3156,None,299.1,0,0,1,Haze,haze
04/07/2015 13:00,3267,None,300.28,0,0,40,Haze,haze
04/07/2015 14:00,3198,None,300.9,0,0,40,Haze,haze
04/07/2015 15:00,3080,None,301.83,0,0,40,Haze,haze
04/07/2015 16:00,2795,None,301.72,0,0,75,Haze,haze
04/07/2015 17:00,2809,None,301.69,0,0,40,Haze,haze
04/07/2015 18:00,2792,None,300.84,0,0,1,Haze,haze
04/07/2015 19:00,2621,None,300.06,0,0,1,Haze,haze
04/07/2015 20:00,2598,None,298.64,0,0,1,Haze,haze
04/07/2015 21:00,2471,None,298.12,0,0,1,Haze,haze
04/07/2015 22:00,2466,None,295.67,0,0,1,Haze,haze
04/07/2015 23:00,3493,None,295.04,0,0,1,Haze,haze
05/07/2015 00:00,1710,None,294.18,0,0,1,Haze,haze
05/07/2015 01:00,838,None,293.32,0,0,1,Mist,mist
05/07/2015 02:00,656,None,293.03,0,0,1,Clear,sky is clear
05/07/2015 03:00,338,None,292.6,0.3,0,1,Rain,light rain
05/07/2015 04:00,293,None,291.56,0,0,1,Clear,sky is clear
05/07/2015 05:00,451,None,291.31,0,0,1,Clear,sky is clear
05/07/2015 06:00,798,None,291.09,0,0,1,Clear,sky is clear
05/07/2015 07:00,1099,None,292.02,0,0,1,Clear,sky is clear
05/07/2015 08:00,1482,None,293.82,0,0,40,Clouds,scattered clouds
05/07/2015 09:00,2257,None,295.27,0,0,40,Clouds,scattered clouds
05/07/2015 10:00,2710,None,296.67,0,0,1,Clear,sky is clear
05/07/2015 11:00,3295,None,297.48,0,0,1,Clear,sky is clear
05/07/2015 12:00,3874,None,298.31,0,0,1,Clear,sky is clear
05/07/2015 13:00,4057,None,300.42,0,0,1,Clear,sky is clear
05/07/2015 14:00,4009,None,301.53,0,0,1,Clear,sky is clear
05/07/2015 15:00,3846,None,302.48,0,0,1,Clear,sky is clear
05/07/2015 16:00,3677,None,302.9,0,0,1,Clear,sky is clear
05/07/2015 17:00,3688,None,302.68,0,0,75,Clouds,broken clouds
05/07/2015 18:00,3740,None,302.01,0,0,90,Clouds,overcast clouds
05/07/2015 19:00,3488,None,301.42,0,0,1,Clear,sky is clear
05/07/2015 20:00,3677,None,300.55,0,0,1,Clear,sky is clear
05/07/2015 21:00,2992,None,300.07,0,0,1,Clear,sky is clear
05/07/2015 22:00,2278,None,298.85,0,0,1,Clear,sky is clear
05/07/2015 23:00,1310,None,298.56,0,0,40,Thunderstorm,proximity thunderstorm
06/07/2015 00:00,729,None,298.38,0,0,75,Thunderstorm,proximity thunderstorm
06/07/2015 01:00,398,None,296.2,1.5,0,90,Rain,heavy intensity rain
06/07/2015 02:00,319,None,295.18,7.97,0,90,Rain,heavy intensity rain
06/07/2015 03:00,346,None,294.87,23.8,0,90,Rain,very heavy rain
06/07/2015 04:00,760,None,294.23,11.78,0,90,Rain,heavy intensity rain
06/07/2015 05:00,2499,None,294.1,7.51,0,90,Rain,heavy intensity rain
06/07/2015 06:00,4487,None,293.98,15.41,0,90,Rain,heavy intensity rain
06/07/2015 07:00,5199,None,293.85,3.13,0,90,Rain,heavy intensity rain
06/07/2015 08:00,4911,None,294,0.66,0,90,Rain,heavy intensity rain
06/07/2015 09:00,4173,None,294.12,0.25,0,75,Rain,heavy intensity rain
06/07/2015 10:00,3821,None,294.24,0.28,0,90,Rain,light rain
06/07/2015 11:00,3998,None,293.35,2.15,0,90,Rain,heavy intensity rain
06/07/2015 12:00,4385,None,292.72,1.02,0,90,Rain,heavy intensity rain
06/07/2015 13:00,4307,None,290.94,0.38,0,75,Rain,moderate rain
06/07/2015 14:00,4888,None,291.49,0,0,92,Rain,light rain
06/07/2015 15:00,5205,None,293.22,4.57,0,90,Rain,heavy intensity rain
06/07/2015 16:00,6006,None,294.16,5.59,0,1,Rain,heavy intensity rain
06/07/2015 17:00,5861,None,294.68,0,0,40,Smoke,smoke
06/07/2015 18:00,4264,None,294.54,0,0,75,Smoke,smoke
06/07/2015 19:00,3040,None,294.02,0,0,1,Smoke,smoke
06/07/2015 20:00,2561,None,293.46,0,0,1,Smoke,smoke
06/07/2015 21:00,2552,None,290.84,0,0,40,Clouds,scattered clouds
06/07/2015 22:00,1842,None,289.43,0,0,1,Clear,sky is clear
06/07/2015 23:00,1112,None,288.34,0,0,1,Clear,sky is clear
07/07/2015 00:00,623,None,287.4,0,0,1,Clear,sky is clear
07/07/2015 01:00,392,None,286.53,0,0,1,Clear,sky is clear
07/07/2015 02:00,283,None,285.72,0,0,1,Clear,sky is clear
07/07/2015 03:00,331,None,285,0.6,0,1,Rain,light rain
07/07/2015 04:00,797,None,284.35,0,0,1,Clear,sky is clear
07/07/2015 05:00,2954,None,283.9,0,0,1,Clear,sky is clear
07/07/2015 06:00,5528,None,283.83,0,0,1,Clear,sky is clear
07/07/2015 07:00,5794,None,285.28,0,0,1,Clear,sky is clear
07/07/2015 08:00,5340,None,285.84,0,0,1,Clear,sky is clear
07/07/2015 09:00,4360,None,288.55,0,0,1,Clear,sky is clear
07/07/2015 10:00,4188,None,289.99,0,0,1,Clear,sky is clear
07/07/2015 11:00,4477,None,290.75,0,0,40,Clouds,scattered clouds
07/07/2015 12:00,4370,None,291.58,0,0,1,Clear,sky is clear
07/07/2015 13:00,4482,None,292.38,0,0,1,Clear,sky is clear
07/07/2015 14:00,4998,None,293.35,0,0,75,Clouds,broken clouds
07/07/2015 15:00,5439,None,293.72,0,0,40,Clouds,scattered clouds
07/07/2015 16:00,6368,None,294.11,0,0,40,Clouds,scattered clouds
07/07/2015 17:00,6232,None,294.47,0,0,40,Clouds,scattered clouds
07/07/2015 18:00,4549,None,294.35,0,0,1,Clear,sky is clear
07/07/2015 19:00,3261,None,293.91,0,0,1,Clear,sky is clear
07/07/2015 20:00,3007,None,293,0,0,1,Clear,sky is clear
07/07/2015 21:00,2936,None,290.23,0,0,1,Clear,sky is clear
07/07/2015 22:00,2293,None,287.89,0,0,1,Clear,sky is clear
07/07/2015 23:00,1264,None,286.86,0,0,1,Clear,sky is clear
08/07/2015 00:00,659,None,286.47,0,0,1,Clear,sky is clear
08/07/2015 01:00,426,None,285.38,0,0,1,Clear,sky is clear
08/07/2015 02:00,286,None,285.32,0,0,1,Mist,mist
08/07/2015 03:00,352,None,285.48,0,0,1,Clear,sky is clear
08/07/2015 04:00,874,None,285.02,0,0,1,Clear,sky is clear
08/07/2015 05:00,2956,None,284.96,0,0,40,Clouds,scattered clouds
08/07/2015 06:00,5709,None,284.79,0,0,40,Clouds,scattered clouds
08/07/2015 07:00,5919,None,286.58,0,0,40,Mist,mist
08/07/2015 08:00,5431,None,288.81,0,0,1,Clear,sky is clear
08/07/2015 09:00,4707,None,291.45,0,0,1,Clear,sky is clear
08/07/2015 10:00,4610,None,292.84,0,0,40,Clouds,scattered clouds
08/07/2015 11:00,5003,None,293.55,0,0,40,Clouds,scattered clouds
08/07/2015 12:00,4828,None,293.69,0,0,75,Clouds,broken clouds
08/07/2015 13:00,4887,None,294.51,0,0,75,Clouds,broken clouds
08/07/2015 14:00,5160,None,294.75,0,0,40,Clouds,scattered clouds
08/07/2015 15:00,5658,None,295.02,0,0,75,Clouds,broken clouds
08/07/2015 16:00,6234,None,295.14,0,0,40,Clouds,scattered clouds
08/07/2015 17:00,6163,None,295.24,0,0,1,Clear,sky is clear
08/07/2015 18:00,4523,None,295.12,0,0,1,Clear,sky is clear
08/07/2015 19:00,3336,None,294.44,0,0,1,Clear,sky is clear
08/07/2015 20:00,3090,None,293.73,0,0,1,Clear,sky is clear
08/07/2015 21:00,3133,None,291.58,0,0,1,Clear,sky is clear
08/07/2015 22:00,2405,None,289.73,0,0,1,Clear,sky is clear
08/07/2015 23:00,1271,None,288.6,0,0,1,Clear,sky is clear
09/07/2015 00:00,675,None,288.28,0,0,1,Clear,sky is clear
09/07/2015 01:00,404,None,287.78,0,0,1,Clear,sky is clear
09/07/2015 02:00,343,None,287.27,0,0,75,Clouds,broken clouds
09/07/2015 03:00,346,None,287.17,0.3,0,1,Rain,light rain
09/07/2015 04:00,863,None,286.83,0,0,90,Clouds,overcast clouds
09/07/2015 05:00,2859,None,287.04,0,0,90,Clouds,overcast clouds
09/07/2015 06:00,5742,None,287.09,0,0,75,Clouds,broken clouds
09/07/2015 07:00,6208,None,288.58,0,0,1,Mist,mist
09/07/2015 08:00,5450,None,291.15,0,0,1,Haze,haze
09/07/2015 09:00,4710,None,291.96,0,0,1,Clear,sky is clear
09/07/2015 10:00,4388,None,295.02,0,0,1,Clear,sky is clear
09/07/2015 11:00,4669,None,296.15,0,0,1,Clear,sky is clear
09/07/2015 12:00,4955,None,297.61,0,0,1,Clear,sky is clear
09/07/2015 13:00,5120,None,298.12,0,0,1,Clear,sky is clear
09/07/2015 14:00,5391,None,298.73,0,0,1,Clear,sky is clear
09/07/2015 15:00,5735,None,299.07,0,0,40,Clouds,scattered clouds
09/07/2015 16:00,6518,None,299.67,0,0,40,Clouds,scattered clouds
09/07/2015 17:00,6185,None,299.98,0,0,40,Clouds,scattered clouds
09/07/2015 18:00,4812,None,299.3,0,0,1,Clear,sky is clear
09/07/2015 19:00,3620,None,298.48,0,0,1,Clear,sky is clear
09/07/2015 20:00,3082,None,297.32,0,0,75,Clouds,broken clouds
09/07/2015 21:00,3361,None,295.32,0,0,40,Clouds,scattered clouds
09/07/2015 22:00,2578,None,293.76,0,0,1,Haze,haze
09/07/2015 23:00,1474,None,293,0,0,1,Clear,sky is clear
10/07/2015 00:00,826,None,292.73,0,0,1,Clear,sky is clear
10/07/2015 01:00,509,None,292.04,0,0,40,Clouds,scattered clouds
10/07/2015 02:00,379,None,291.74,0,0,75,Clouds,broken clouds
10/07/2015 03:00,379,None,291.35,0,0,40,Clouds,scattered clouds
10/07/2015 04:00,866,None,290.93,0,0,1,Clear,sky is clear
10/07/2015 05:00,2830,None,290.6,0,0,1,Clear,sky is clear
10/07/2015 06:00,5388,None,290.33,0,0,1,Clear,sky is clear
10/07/2015 07:00,5906,None,291.66,0,0,1,Clear,sky is clear
10/07/2015 08:00,5146,None,293.72,0,0,1,Clear,sky is clear
10/07/2015 09:00,4598,None,294.42,0,0,1,Clear,sky is clear
10/07/2015 10:00,4486,None,297.43,0,0,1,Clear,sky is clear
10/07/2015 11:00,4818,None,299.07,0,0,1,Clear,sky is clear
10/07/2015 12:00,5386,None,300.49,0,0,40,Clouds,scattered clouds
10/07/2015 13:00,5161,None,301.17,0,0,40,Clouds,scattered clouds
10/07/2015 14:00,5435,None,301.62,0,0,75,Clouds,broken clouds
10/07/2015 15:00,5560,None,302.08,0,0,40,Clouds,scattered clouds
10/07/2015 16:00,6030,None,301.62,0,0,1,Clear,sky is clear
10/07/2015 17:00,5549,None,301.46,0,0,1,Clear,sky is clear
10/07/2015 18:00,4609,None,301.06,0,0,1,Clear,sky is clear
10/07/2015 19:00,3472,None,300.24,0,0,1,Clear,sky is clear
10/07/2015 20:00,3048,None,299.57,0,0,1,Clear,sky is clear
10/07/2015 21:00,3204,None,297.53,0,0,1,Clear,sky is clear
10/07/2015 22:00,2415,None,296.52,0,0,75,Clouds,broken clouds
10/07/2015 23:00,1818,None,295.88,0,0,40,Clouds,scattered clouds
11/07/2015 00:00,1280,None,295.58,0,0,40,Clouds,scattered clouds
11/07/2015 01:00,916,None,294.6,0,0,1,Clear,sky is clear
11/07/2015 02:00,617,None,294.12,0,0,1,Mist,mist
11/07/2015 03:00,436,None,293.2,0.3,0,1,Rain,light rain
11/07/2015 04:00,451,None,292.56,0,0,1,Clear,sky is clear
11/07/2015 05:00,807,None,292.05,0,0,1,Mist,mist
11/07/2015 06:00,1392,None,291.64,0,0,1,Mist,mist
11/07/2015 07:00,1855,None,293.15,0,0,1,Clear,sky is clear
11/07/2015 08:00,2470,None,294.27,0,0,1,Clear,sky is clear
11/07/2015 09:00,3154,None,295.74,0,0,90,Clouds,overcast clouds
11/07/2015 10:00,3634,None,297.28,0,0,90,Clouds,overcast clouds
11/07/2015 11:00,3994,None,297.66,0,0,90,Clouds,overcast clouds
11/07/2015 12:00,4343,None,298.62,0,0,90,Clouds,overcast clouds
11/07/2015 13:00,4483,None,299.1,0,0,75,Clouds,broken clouds
11/07/2015 14:00,4826,None,299.28,0,0,90,Clouds,overcast clouds
11/07/2015 15:00,4204,None,299.28,0,0,90,Clouds,overcast clouds
11/07/2015 16:00,4267,None,299.38,0,0,90,Rain,light rain
11/07/2015 17:00,4012,None,298.98,0,0,90,Clouds,overcast clouds
11/07/2015 18:00,3971,None,298.78,0,0,90,Clouds,overcast clouds
11/07/2015 19:00,3438,None,298.65,0,0,40,Rain,proximity shower rain
11/07/2015 20:00,2910,None,297.97,0,0,75,Thunderstorm,proximity thunderstorm
11/07/2015 21:00,2827,None,296.76,0,0,40,Clouds,scattered clouds
11/07/2015 22:00,2764,None,296.12,0,0,40,Clouds,scattered clouds
11/07/2015 23:00,2122,None,295.98,0,0,1,Clear,sky is clear
12/07/2015 00:00,1426,None,295.47,0,0,75,Clouds,broken clouds
12/07/2015 01:00,947,None,294.95,0,0,40,Clouds,scattered clouds
12/07/2015 02:00,763,None,294.71,0,0,1,Clear,sky is clear
12/07/2015 03:00,359,None,294.67,0,0,1,Clear,sky is clear
12/07/2015 04:00,363,None,294.16,0,0,1,Clear,sky is clear
12/07/2015 05:00,471,None,293.99,0,0,1,Clear,sky is clear
12/07/2015 06:00,817,None,293.72,0,0,1,Mist,mist
12/07/2015 07:00,1377,None,294.51,0,0,40,Clouds,scattered clouds
12/07/2015 08:00,2114,None,295.39,0,0,90,Clouds,overcast clouds
12/07/2015 09:00,2719,None,296.08,0,0,90,Clouds,overcast clouds
12/07/2015 10:00,3284,None,298.18,0,0,90,Clouds,overcast clouds
12/07/2015 11:00,3825,None,299.23,0,0,90,Clouds,overcast clouds
12/07/2015 12:00,4366,None,300.27,0,0,90,Clouds,overcast clouds
12/07/2015 13:00,4037,None,300.38,0,0,90,Clouds,overcast clouds
12/07/2015 14:00,4158,None,301.2,0,0,40,Clouds,scattered clouds
12/07/2015 15:00,4304,None,302.86,0,0,40,Clouds,scattered clouds
12/07/2015 16:00,4056,None,303.38,0,0,75,Clouds,broken clouds
12/07/2015 17:00,3823,None,303.63,0,0,40,Clouds,scattered clouds
12/07/2015 18:00,3596,None,303.56,0,0,90,Clouds,overcast clouds
12/07/2015 19:00,3172,None,302.72,0,0,40,Clouds,scattered clouds
12/07/2015 20:00,2866,None,302.36,0,0,1,Clear,sky is clear
12/07/2015 21:00,2379,None,300.95,0,0,90,Thunderstorm,proximity thunderstorm
12/07/2015 22:00,1784,None,300.72,0,0,75,Thunderstorm,proximity thunderstorm
12/07/2015 23:00,963,None,294.08,9.91,0,90,Rain,heavy intensity rain
13/07/2015 00:00,492,None,292.02,27.57,0,90,Rain,very heavy rain
13/07/2015 01:00,374,None,292.22,7.29,0,75,Rain,heavy intensity rain
13/07/2015 02:00,295,None,292.12,0.51,0,1,Rain,light rain
13/07/2015 03:00,346,None,291.75,0.3,0,1,Rain,light rain
13/07/2015 04:00,849,None,291.51,0,0,1,Clear,sky is clear
13/07/2015 05:00,2822,None,291.52,0,0,1,Clear,sky is clear
13/07/2015 06:00,5456,None,291.46,0,0,40,Mist,mist
13/07/2015 07:00,6049,None,292.59,0,0,1,Clear,sky is clear
13/07/2015 08:00,5369,None,293.17,0,0,40,Rain,light rain
13/07/2015 09:00,4415,None,294.57,0,0,75,Clouds,broken clouds
13/07/2015 10:00,4083,None,296.05,0,0,40,Clouds,scattered clouds
13/07/2015 11:00,4317,None,297.61,0,0,90,Clouds,overcast clouds
13/07/2015 12:00,4546,None,299.03,0,0,40,Clouds,scattered clouds
13/07/2015 13:00,4725,None,300.31,0,0,40,Clouds,scattered clouds
13/07/2015 14:00,5008,None,301.63,0,0,40,Clouds,scattered clouds
13/07/2015 15:00,5539,None,302.24,0,0,40,Clouds,scattered clouds
13/07/2015 16:00,6073,None,302.37,0,0,1,Clear,sky is clear
13/07/2015 17:00,5892,None,301.8,0,0,1,Clear,sky is clear
13/07/2015 18:00,4323,None,301.56,0,0,1,Clear,sky is clear
13/07/2015 19:00,3058,None,301.32,0,0,1,Thunderstorm,proximity thunderstorm
13/07/2015 20:00,2751,None,299.59,0,0,90,Rain,light rain
13/07/2015 21:00,2424,None,297.48,0,0,1,Rain,light rain
13/07/2015 22:00,1963,None,295.87,0,0,1,Rain,light rain
13/07/2015 23:00,1228,None,295.3,0,0,1,Clear,sky is clear
14/07/2015 00:00,670,None,294.31,0,0,1,Clear,sky is clear
14/07/2015 01:00,481,None,293.21,0,0,1,Clear,sky is clear
14/07/2015 02:00,325,None,292.66,0,0,1,Clear,sky is clear
14/07/2015 03:00,348,None,292.71,0,0,1,Clear,sky is clear
14/07/2015 04:00,893,None,292.41,0,0,1,Mist,mist
14/07/2015 05:00,2936,None,292.45,0,0,1,Clear,sky is clear
14/07/2015 06:00,5637,None,292.49,0,0,1,Clear,sky is clear
14/07/2015 07:00,5646,None,293.47,0,0,1,Clear,sky is clear
14/07/2015 08:00,5324,None,295.33,0,0,1,Haze,haze
14/07/2015 09:00,4498,None,295.69,0,0,1,Clear,sky is clear
14/07/2015 10:00,3866,None,297.98,0,0,1,Clear,sky is clear
14/07/2015 11:00,4163,None,299.39,0,0,1,Clear,sky is clear
14/07/2015 12:00,4493,None,299.58,0,0,40,Clouds,scattered clouds
14/07/2015 13:00,4757,None,300.18,0,0,40,Clouds,scattered clouds
14/07/2015 14:00,4654,None,300.59,0,0,40,Clouds,scattered clouds
14/07/2015 15:00,5372,None,301.06,0,0,40,Clouds,scattered clouds
14/07/2015 16:00,6444,None,301.07,0,0,40,Clouds,scattered clouds
14/07/2015 17:00,6317,None,300.89,0,0,40,Clouds,scattered clouds
14/07/2015 18:00,4468,None,299.83,0,0,1,Clear,sky is clear
14/07/2015 19:00,3267,None,299.15,0,0,1,Clear,sky is clear
14/07/2015 20:00,3353,None,297.53,0,0,1,Clear,sky is clear
14/07/2015 21:00,2772,None,295.21,0,0,1,Clear,sky is clear
14/07/2015 22:00,1951,None,294.2,0,0,1,Clear,sky is clear
14/07/2015 23:00,1285,None,293.4,0,0,1,Clear,sky is clear
15/07/2015 00:00,692,None,291.97,0,0,1,Clear,sky is clear
15/07/2015 01:00,474,None,291.18,0,0,1,Mist,mist
15/07/2015 02:00,356,None,291.3,0,0,1,Clear,sky is clear
15/07/2015 03:00,380,None,290.23,0,0,40,Rain,light rain
15/07/2015 04:00,946,None,289.76,0,0,90,Drizzle,drizzle
15/07/2015 05:00,2979,None,289.79,0,0,75,Drizzle,light intensity drizzle
15/07/2015 06:00,5779,None,289.16,0,0,90,Clouds,overcast clouds
15/07/2015 07:00,5355,None,289.81,0,0,40,Rain,light rain
15/07/2015 08:00,5467,None,291.14,0,0,1,Rain,moderate rain
15/07/2015 09:00,4457,None,291.01,0,0,40,Rain,moderate rain
15/07/2015 10:00,4061,None,294.84,0,0,1,Clear,sky is clear
15/07/2015 11:00,4373,None,296.5,0,0,40,Clouds,scattered clouds
15/07/2015 12:00,4618,None,297.82,0,0,1,Clear,sky is clear
15/07/2015 13:00,4675,None,299.73,0,0,1,Clear,sky is clear
15/07/2015 14:00,4919,None,300.03,0,0,40,Clouds,scattered clouds
15/07/2015 15:00,5268,None,300.01,3.05,0,40,Rain,moderate rain
15/07/2015 16:00,6429,None,299.81,0.79,0,40,Rain,light rain
15/07/2015 17:00,6128,None,299.4,0.25,0,40,Rain,light rain
15/07/2015 18:00,4670,None,299.73,0,0,40,Rain,light rain
15/07/2015 19:00,3412,None,299.35,0,0,1,Clear,sky is clear
15/07/2015 20:00,3232,None,297.77,0,0,40,Clouds,scattered clouds
15/07/2015 21:00,2873,None,296.74,0,0,20,Clouds,few clouds
15/07/2015 22:00,2056,None,296.01,0,0,1,Clear,sky is clear
15/07/2015 23:00,1243,None,295.37,0,0,1,Clear,sky is clear
16/07/2015 00:00,721,None,295.09,0,0,1,Clear,sky is clear
16/07/2015 01:00,467,None,294.32,0,0,1,Clear,sky is clear
16/07/2015 02:00,351,None,294.05,0,0,1,Clear,sky is clear
16/07/2015 03:00,414,None,293.45,0.3,0,75,Rain,light rain
16/07/2015 04:00,900,None,293.41,0,0,90,Clouds,overcast clouds
16/07/2015 05:00,2903,None,293.69,0,0,90,Clouds,overcast clouds
16/07/2015 06:00,5653,None,293.25,0,0,20,Clouds,few clouds
16/07/2015 07:00,6133,None,293.47,0,0,90,Clouds,overcast clouds
16/07/2015 08:00,5417,None,293.71,0,0,90,Clouds,overcast clouds
16/07/2015 09:00,4664,None,294.45,0,0,75,Clouds,broken clouds
16/07/2015 10:00,4338,None,294.79,0,0,90,Rain,light rain
16/07/2015 11:00,4663,None,294.94,0,0,75,Clouds,broken clouds
16/07/2015 12:00,5067,None,294.63,0.25,0,90,Rain,light rain
16/07/2015 13:00,5129,None,294.03,0.51,0,90,Rain,light rain
16/07/2015 14:00,5306,None,293.12,0.27,0,90,Rain,moderate rain
16/07/2015 15:00,5511,None,292.78,1.15,0,90,Rain,moderate rain
16/07/2015 16:00,5907,None,292.54,1.09,0,90,Rain,moderate rain
16/07/2015 17:00,6092,None,292.68,0.78,0,90,Rain,light rain
16/07/2015 18:00,4746,None,292.61,0.53,0,90,Rain,moderate rain
16/07/2015 19:00,3338,None,292.68,0,0,90,Rain,light rain
16/07/2015 20:00,2903,None,292.86,0,0,90,Drizzle,drizzle
